_LINK_,_TYPE_,_STATUS_,_NAME_,Intercept,civilite_num0,BIG_buyer0,SMALL_buyer0,Previous_buyer0,LFY_ENF_14_16ANS_20,LFY_grou_enf_20,LFY_FAMILY_20,LFY_celib_f_20,LFY_celibat_20,LFY_hotel_20,MT5Y_AGENCE_60,MT5Y_ENF_14_16ANS_60,MT5Y_trekking2_60,MT5Y_therme_60,MT5Y_sej_CAP_60,MT5Y_celib_f_60,MT5Y_celibat_60,_LNLIKE_,_ESTTYPE_
LOGIT,PARMS,0 Converged,TARGET,-2.648197063,-0.649467844,,,,0.7351902872,0.4921146445,,0.8195097425,1.0142521074,0.6524291176,,-1.016221839,,,,0.542115202,0.5291716464,-1184.340583,MLE
