,Intercept,civilite_num0,LFY_celibat_20,LFY_grou_enf_20,LFY_celib_f_20,MT5Y_celibat_60,MT5Y_ENF_14_16ANS_60,MT5Y_celib_f_60,LFY_ENF_14_16ANS_20,LFY_hotel_20
0,-2.648197063,-0.649467844,1.0142521074,0.4921146445,0.8195097425,0.5291716464,-1.016221839,0.542115202,0.7351902872,0.6524291176
